00000-ladybug-0.jpg; -0.056819; 0.998347; 0.000000; 0.000000; -0.998347; -0.056819; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 0.020414; 0.602394; 2.314000; 1.000000
00000-ladybug-1.jpg; -0.056819; 0.998347; 0.000000; 0.000000; -0.998347; -0.056819; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 0.020414; 0.602394; 2.314000; 1.000000
00000-ladybug-2.jpg; -0.056819; 0.998347; 0.000000; 0.000000; -0.998347; -0.056819; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 0.020414; 0.602394; 2.314000; 1.000000
00000-ladybug-3.jpg; -0.056819; 0.998347; 0.000000; 0.000000; -0.998347; -0.056819; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 0.020414; 0.602394; 2.314000; 1.000000
00000-ladybug-4.jpg; -0.056819; 0.998347; 0.000000; 0.000000; -0.998347; -0.056819; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 0.020414; 0.602394; 2.314000; 1.000000
00000-ladybug-5.jpg; -0.056819; 0.998347; 0.000000; 0.000000; -0.998347; -0.056819; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 0.020414; 0.602394; 2.314000; 1.000000
dslr_left/IMG_9294.JPG; 0.004973; -0.006521; -0.999900; 0.000000; -0.005989; -0.999984; 0.008000; 0.000000; -0.999984; 0.005989; -0.011300; 0.000000; -0.240570; 0.702288; 1.758000; 1.000000
dslr_right/IMG_5672.JPG; -0.006843; 0.013629; 0.999900; 0.000000; 0.002811; -0.999921; 0.020500; 0.000000; 0.999820; 0.002712; -0.011700; 0.000000; 0.263953; 0.706574; 1.761700; 1.000000
00001-ladybug-0.jpg; -0.044268; 0.998982; 0.000000; 0.000000; -0.998982; -0.044268; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 0.013900; 0.137787; 2.314000; 1.000000
00001-ladybug-1.jpg; -0.044268; 0.998982; 0.000000; 0.000000; -0.998982; -0.044268; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 0.013900; 0.137787; 2.314000; 1.000000
